refcode,Density,smiles
YAGQUT,1.353,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)C1=NOC(C1)C1OC2OC(C)(C)OC2C1OC(C)=O
NEJZOS,1.353,COC(=O)C1(C(CN(=O)=O)c2ccccc2)C(C2=C(OCCC2)C1=O)c1ccc(OC)cc1
GALTOE,1.353,CCOC(=O)CC1CCC(C(c2ccccc2)C1(C)N(=O)=O)N(=O)=O
SATCUM,1.353,CC(=CC1=C(Nc2ccccc12)c1ccccc1)N(=O)=O
LABTOX,1.353,CN1C=C(C2=C1C13CCCCC1C1C(C21)C3c1ccccc1)N(=O)=O
SELGOH,1.353,COC(=O)C1(CC2CC2(C1c1ccccc1)N(=O)=O)C(=O)OC
SANXOV,1.353,O=N(=O)c1ccc(cc1)C1Nc2ccccc2C2OCCC12
MIWFED01,1.353,CC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(C)=O)C
TESBAX,1.353,COC(=O)C=Cc1cccc2N(C)C=C(C(CN(=O)=O)c3ccccc3)c12
KOFHAQ,1.353,CN1C=C[N+](=C1)[C-]1C(=CN=C1c1ccc(cc1)N(=O)=O)c1ccccc1
QEBBAA,1.353,O=N(=O)c1ccc2c(Cc3cc(ccc23)C23CC4CC(CC(C4)C2)C3)c1
HIGDOS,1.353,OC12CC3CCCC(O1)C13CCCNOC3CCC21O3
HEJYEC,1.353,CC1=C(N2C(=O)c3ccc(cc3C(=C2c2ccccc12)c1ccccc1)N(=O)=O)c1ccccc1
RENDUL,1.353,CC(C)C1COC(=O)N1C(=O)C(C)=CC(C)C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C(C)C
AFONEQ,1.352,COc1ccc(C2Oc3ccccc3C3C4(C(=O)Nc5ccccc54)N4CCCCC4C23[N+](=O)[O-])cc1
BIDKOO,1.352,O=C(O)CCCC(=O)NC(Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1
CACNIG,1.352,O=[N+]([O-])c1ccccc1C(O)Cc1cnc(-c2ccccc2)o1
CUGSOM,1.352,CN1c2ccccc2N(Cc2ccc([N+](=O)[O-])cc2)c2ccccc21
DOHFEL,1.352,CC12CC(c3ccco3)C([N+](=O)[O-])C(O1)c1ccccc1N2
FEQMAR,1.352,COC(=O)C1=C2C=C(c3ccc([N+](=O)[O-])cc3)OC2(C)C(c2ccccc2)C=C1
IDOHUF,1.352,CC1CCC(C(C)C)C(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])([N+](=O)[O-])C1
INOLUU,1.352,O=[N+]([O-])c1nnn(Cc2ccccc2)c1-c1ccccc1
KOWZAX,1.352,CCOC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)OCC
LETPIJ10,1.352,O=[N+]([O-])c1ccc(NN=C2CCC3CCCC3C3CCCC23)c([N+](=O)[O-])c1
LIFJOB,1.352,CN1c2cccc3cccc(c23)NC1(C)c1ccc([N+](=O)[O-])cc1
LOCWOS,1.352,CCOC(=O)Cc1c(-c2ccccc2)c([N+](=O)[O-])c2n1CCCN2
SIHCIW,1.352,CCCOc1ccc(C(=O)OC)cc1[N+](=O)[O-]
TAMLID,1.352,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)Oc1ccccc1[N+](=O)[O-])OCc1ccccc1
XAKLIF,1.352,CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
YIFRAH,1.352,O=[N+]([O-])c1ccccc1C=CC=Nc1cccc2ccccc12
YULWUA,1.352,Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccccc1
ZENXOF,1.352,CCOC(=O)Nc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1
DAPYIC,1.352,CC=CC=CC(=O)N1N=[N+]([O-])c2ccccc12
HAMQIW,1.352,CCOC(=O)C1=NOC(=C1C1(C)OCC(C)(C)CO1)CC12OCCN1C(=O)c1ccccc21
BAZQAV,1.352,CN(C)c1ccc(c(C)c1)N(=O)=O
KABQAH,1.352,CCCNc1cc2c(cc1N(=O)=O)C(=O)CC1C(C)(CCCC21C)C(=O)OC
MIBFEK,1.352,CC(=O)C1Oc2cc(C)ccc2C1CN(=O)=O
HOYRES,1.352,COC(=O)C1C(CC=C(c2ccccc2)C21CC2)c1ccc(cc1)N(=O)=O
RELFAR,1.352,CC(=O)OC1C(CO)OC(ON(C(C)=O)c2ccccc2)C(OC(C)=O)C1OC(C)=O
WEPCEC,1.352,COc1ccc(cc1)N1C(c2ccccc2)C2=C(N(c3ccc(OC)cc3)C(=CC2c2ccc(cc2)N(=O)=O)C(=O)OC)C1=O
KEKTIF,1.352,CC1=NOCc2ccccc2N1
JEGVOJ,1.352,CON1C(CNC(=O)OC(C)(C)C)CC(N2C(=O)c3ccccc3C2=O)C1=O
KAXFIZ,1.352,COC(C)(C1CC(=NO1)c1ccc(cc1)N(=O)=O)C(C)(C)C
CAYYOR,1.352,COc1ccc(CON2CC(C2=O)C2(O)CCC(O)C3OC23)cc1
KOTXEY,1.352,CC(=O)c1cccc(c1)C1=C(C#N)c2cc(cnc2N1C(C)(C)C)N(=O)=O
RIGLUR,1.352,COc1ccc(cc1)C1N(OC23C4c5ccccc5C(c5ccccc45)C12C(=O)N(c1ccccc1)C3=O)c1ccccc1
CAVNUI,1.352,CC(=O)ON(C(=O)c1ccccc1O)c1ccccc1
AFOVUP,1.351,CN(C)c1ccc([N+](=O)[O-])cc1
BONCOZ,1.351,CNC1=C([N+](=O)[O-])C(c2ccccc2)c2c(C)nn(-c3ccccc3)c2O1
BOTLEC,1.351,CCOC(=O)C(=C[N+](=O)[O-])c1cn(C)c2ccccc12
DEMPAM,1.351,CC1=CC(C)([N+](=O)[O-])C([N+](=O)[O-])C(C)(C)C1=O
DUDBUA,1.351,CCOC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OCC
GIKNOF,1.351,COC(=O)C12CCCC1(O)OC(C)(C#Cc1ccc([N+](=O)[O-])cc1)C2
GUMLEH,1.351,Cc1ccc(C2C([N+](=O)[O-])=C3C=Cc4ccc5cccnc5c4N3C2C(=O)c2ccccc2)cc1
IHULIH,1.351,COC(=O)C(Cc1nccn1-c1ccc(OC)cc1)c1ccc([N+](=O)[O-])cc1
ITAFIT,1.351,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccccc3c1C2c1ccccc1[N+](=O)[O-]
JAHRES,1.351,O=C(C=Cc1ccc2ccc3cccc4ccc1c2c34)c1ccc([N+](=O)[O-])cc1
MCNBZP10,1.351,COC(=O)c1ccc(C(=O)c2c(C)cc(C)cc2C)c([N+](=O)[O-])c1
MUNTEW,1.351,CCC1C(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC2CCN3C(=O)CCCC1C23
OBAFUU,1.351,CC(=O)CCC1(C(=O)Nc2ccc([N+](=O)[O-])cc2)CCCC1=O
QEPZAO,1.351,CCOC(=O)c1c(C(=O)c2ccc(C)cc2)c(-c2ccc(C)cc2)nn1-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
RIZCOS,1.351,Cc1cc([N+](=O)[O-])ccc1N1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O
RUFBOK,1.351,Cc1ccc(C(=O)C(=Cc2c3ccccc3cc3ccccc23)n2cnc([N+](=O)[O-])c2)cc1
SOKHAB,1.351,CC(=O)OCC1OC(C[N+](=O)[O-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
SORBAC,1.351,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1
SUTKEY,1.351,CCOC(=O)C1C2(C(=O)OCC)CCCCC2=NN(C(=O)Nc2ccccc2)C1(O)c1ccc([N+](=O)[O-])cc1
UTOMUO,1.351,CCC(=C1C(=O)N(Cc2ccccc2)c2ccccc21)[N+](=O)[O-]
VOYQIL,1.351,CC(=O)C1N(n2c(C(C)OC(=O)c3ccc([N+](=O)[O-])cc3)nc3ccccc3c2=O)C1(C)C
VUKHIS,1.351,CC(=O)N(C(C)=O)c1ccccc1-c1ccccc1[N+](=O)[O-]
VUZHII,1.351,Cc1ccccc1C(=O)NN=Cc1ccc([N+](=O)[O-])cc1
WAWQOD,1.351,COC(=O)C1(c2ccc([N+](=O)[O-])cc2)COC(c2ccccc2)C2CN21
XEDTEG,1.351,CCN1C(C#N)=C(C#N)N2C3Nc4ccccc4N(C)C3C([N+](=O)[O-])C2C1OC
YACBUZ,1.351,COC(=O)C1C(CCOC(=O)c2ccc(cc2)N(=O)=O)CCC1C(C)(C)C(=O)OC
LENWUY,1.351,COc1cc(cc(OC)c1OC)C1C(C2CON=C2c2cc3OCOc3cc12)C(=O)OCc1ccccc1
MAYDIB,1.351,CC(=O)CCC1(CCC(CCC(C)=O)(CC1)N(=O)=O)N(=O)=O
BOSSEJ,1.351,COC1(OC)C=CC(=O)c2c(OCc3ccccc3)c3c(ON=C3OCc3ccccc3)cc12
NUNGEJ,1.351,COC(=O)C12C(C)CCC1(C)C(C)CCC2=NNc1ccc(cc1N(=O)=O)N(=O)=O
NAXJON,1.351,O=C(NCc1ccccc1)NC1=NON=C1C=Cc1ccccc1
ASUJII,1.351,CCOC(=O)C(=C)C1C(C(C(C1c1ccccc1)C(=O)c1ccc(cc1)N(=O)=O)c1ccccc1)C(=O)c1ccc(cc1)N(=O)=O
GIKQUM,1.351,CC1OC(COC(C)=O)C(OC(C)=O)C2CC(=O)ON12
SIHDIX,1.351,COc1cc(OC)cc(c1)C(N)=NO
AMEVOF,1.351,CCCCCCNC(=O)Nc1ccc(cc1)N(=O)=O
NERKAX,1.351,CC(C)([N+]([O-])=[N+]([O-])C(C)(C)C(N)=NC#N)C(N)=NC#N
WIPFUX,1.351,Cc1ccccc1NC(=O)c1ccccc1N(=O)=O
ZIBXOA,1.351,CCN1c2ccccc2c2cc(ccc12)C=C(C#N)c1ccc(cc1)N(=O)=O
LOHHIB,1.351,O=C(CC(CN(=O)=O)c1ccccc1)c1ccccc1
LOKYIU,1.351,COC(=O)c1ccc(NC(=O)c2ccc(c(OCC(=O)OC(C)(C)C)c2)N(=O)=O)c(OCC(=O)OC(C)(C)C)c1
VUZLUY,1.351,COc1ccc2ccc(O)c(c2c1)C(=Nc1cccc(c1)N(=O)=O)c1ccccc1
QEXZIF,1.351,CC1=NN(c2ccc(cc2)N(=O)=O)C(=C1N=Nc1ccccc1)C
QEBLEQ,1.351,CCOC(=O)C1C(N2CCC(=O)N2C=CC(=C1C)C(=O)OCC)c1ccc(cc1)N(=O)=O
BAWTEB,1.351,CC1C=C(C=O)C(c2ccccc2)C2(COc3ccccc3C12)N(=O)=O
WAJVOT,1.351,O=C1C=CC2C3CC(C4C3ON=C4c3ccccc3)C12
MOPQUD,1.351,Nc1nc(NCC=C)c(N=O)c(OCc2ccccc2)n1
LAFWOF,1.351,COC(=O)C1=CON2CCC34C=CC(O)CC3Oc3c(OC)ccc(C12)c43
ISURET,1.351,ON=C(Nc1ccccc1C(O)=O)C(=O)c1ccccc1
NOLZUJ,1.351,COC(=O)C1NC(c2ccccc2O)C(C)(C1c1ccc(OC)cc1)N(=O)=O
VEXMOA01,1.351,ON=C(c1ccccc1)c1ccccn1
GECXUI,1.351,[O-][N+]1=C2C=CC=CC2=C(C#N)N1c1cccc2ccccc12
GINXUY,1.351,CC(=O)C(Cc1ccccc1)(ON1C(=O)c2ccccc2C1=O)C(C)=O
UCOWOB,1.351,COc1c(C)cnc(C=Cc2cccc(c2)N(=O)=O)c1C
SOZFIY,1.351,Cc1ccccc1C1=[N+]([O-])c2ccccc2N2CCCN=C12
QIKFIZ01,1.351,Nc1ccc(cc1)[N+]([O-])=Nc1ccccc1
HAWLUN,1.351,COc1ccc(cc1)C=C(C(=O)NCc1ccccc1)N(=O)=O
ROJZOH,1.351,COC(=O)C(c1ccc(OC)cc1)C1(CN(=O)=O)OCC2OC(C)(C)OC12
YOTSUW,1.351,CN(C)c1ccc(c(c1)C(=O)N(C)C)N(=O)=O
GOMZOX,1.351,CC12ON(C(N)=O)C(C)(c3ccccc13)c1ccccc21
NUBJEZ,1.351,C[N+]([O-])=NCOC(=O)c1ccccc1
AGAXUD,1.35,O=[N+]([O-])c1ccc(Cc2ccncc2)cc1
AZAFIQ,1.35,CC(c1ccccc1)N1C2C=CC(C2)C1COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
BIMQAQ,1.35,CCCCN1c2nc3cc([N+](=O)[O-])ccc3cc2N(CCCC)c2c1nc1ccccc1c2[N+](=O)[O-]
CAYVIK,1.35,CCOC(=O)C1(Cc2ccc([N+](=O)[O-])cc2)CCC2(C)OOC1(C)O2
DOSFEX,1.35,C=C(c1ccccc1)C(C(CCO)c1ccc([N+](=O)[O-])cc1)[N+](=O)[O-]
DUMVOZ,1.35,Cc1cc(C)n2c1c(-c1ccc([N+](=O)[O-])cc1)cc1ccccc12
EGUQUS,1.35,O=C1C(C(O)c2ccc([N+](=O)[O-])cc2)CC2CCN12
EMOYIO,1.35,COc1ccc([N+](=O)[O-])c(C2(C)CCN(C)C2=O)c1
IROHUU,1.35,N#CC(=Cc1ccc2c(c1)c1ccccc1n2-c1ccccc1)c1ccc([N+](=O)[O-])cc1
IROYUK,1.35,COc1ccc(C2C([N+](=O)[O-])C(c3ccccc3)NC23C(=O)Nc2ccccc23)cc1
LIGYEF,1.35,O=[N+]([O-])C1CCCC2CCc3ccccc3C21O
LIPWEN,1.35,O=C1C(C2=CCC=CC2)=C(c2ccccc2)C(=O)N1c1ccc([N+](=O)[O-])cc1
LIYSOE,1.35,CCN(CC)c1ccc(C=Nc2cc([N+](=O)[O-])ccc2N)c(O)c1
MADKUZ,1.35,CC(C)(C(O)c1ccncc1)[N+](=O)[O-]
MAMGEM,1.35,O=[N+]([O-])C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
NESHOI,1.35,O=[N+]([O-])c1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[nH]5)C=C4)[nH]3)C=C2
OJUFIJ,1.35,O=C1C=CC2C3C=CC(=C(c4ccccc4)c4ccccc4)C3C1N2c1ccc([N+](=O)[O-])cn1
PEWMAF,1.35,COc1ccccc1C=CC=Cc1ccc([N+](=O)[O-])cc1
POBTEF10,1.35,O=C(O)CCC(=O)OC1CC2CC1C(C(=O)c1ccccc1)([N+](=O)[O-])C2c1ccccc1
QETRUD,1.35,CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1
RARNUU,1.35,C=CCOc1ccc([N+](=O)[O-])cc1C(c1cc([N+](=O)[O-])ccc1OCC=C)c1cc([N+](=O)[O-])ccc1OCC=C
RIPNAF,1.35,CC1CC2(CCCC2=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])OC1C
SOBDOD,1.35,CC1=CC(=O)OC(c2ccc([N+](=O)[O-])cc2)C1
VOXNOL,1.35,O=C(Cc1ccc([N+](=O)[O-])cc1)c1ccccc1
WEFBEQ,1.35,Nc1ccc([N+](=O)[O-])cc1NCc1ccccn1
XOYNOQ,1.35,O=[N+]([O-])c1ccccc1C=CC1Nc2ccccc2-c2nc3ccccc3n21
YAYCIK,1.35,COC(=O)C12CCCC3=C1C(CCC2)C([N+](=O)[O-])CC3COC(=O)c1ccc([N+](=O)[O-])cc1
YUGKUI,1.35,COc1ccc(C2C([N+](=O)[O-])CCC(O)C23C(=O)c2ccccc2C3=O)cc1
ZOLPUO,1.35,O=[N+]([O-])c1ccc(C2CC=CCO2)cc1
COJHEP,1.35,O=C1N(OC2c3ccccc3CCc3ccccc23)C(=O)c2ccccc12
FEVVUA,1.35,Cc1ccc(cc1)C1=NOC2C3N(CCc4c3ccc3ccccc43)C(=O)C12
TAVWEU,1.35,CCOC(=O)C(=CC)C=Cc1cccc(OC)c1N(=O)=O
CHEXOX10,1.35,ON=C1CCC(CC1)=NO
POBTEF,1.35,OC(=O)CCC(=O)OC1CC2CC1C(C2c1ccccc1)(C(=O)c1ccccc1)N(=O)=O
ULAWAH,1.35,CCON1C(=O)NC(C1=O)c1ccccc1
GESJUJ,1.35,CC1CCC2(CCCc3ccccc3C2(O)O1)N(=O)=O
HYCTDD,1.35,NCCN=Cc1cc(ccc1N1CCN(CC1)c1ccc(cc1C=NCCN)N(=O)=O)N(=O)=O
QUBTEN,1.35,CC(C)(C)C1=NN(c2ccccc2)C2=C1COCN2Cc1ccc(cc1)N(=O)=O
EFAWIT,1.35,CC1=NN(C(=C1)C)C(=NO)C(=O)NN=C(C)c1ccccn1
WOJDAC,1.35,CN1C=C(N=C1C=Cc1ccc(C)cc1)N(=O)=O
XEQCEE,1.35,O=N(=O)c1ccc(cc1)N1N=C2C3c4ccccc4C(c4ccccc34)C2=N1
NANBIO,1.35,CC1(C)CC(=O)C2=C(C1)OC(=NO)C2c1cccnc1
WEGTEJ,1.35,COc1cc(OC)c(c(c1)C1OCCCO1)C1=NOC2C1C(=O)C=C(C)C2(OC)OC
OYEHUW,1.35,CCOC(=O)C(CC1C(=O)Nc2ccccc12)=NO
DEDWEO,1.35,[O-][N+](c1ccccc1)=C1c2ccccc2c2ccccc12
MAGVOH,1.35,CC(=O)OC1C2CCC(C(OC(C)=O)C1OC(C)=O)N(O2)C(=O)OC(C)(C)C
EKEMIQ,1.35,COc1cc(O)c(c(OC)c1)C1=C2C=CC=CC2=NO1
BABKIY,1.35,[O-][n+]1ccccc1C=C1CCN=C1
YABMAQ,1.35,CC1CC23Nc4ccccc4CN2C(=O)CC3C1CN(=O)=O
NANGEO,1.35,CC1(C)CC(=O)C(=NO)C(=O)C1
EVAWON,1.35,Cc1ccc(cc1)[N+]1=NOC(=C1C1=NNC(C1)c1ccccc1)[O-]
YAXGUZ,1.35,COC(=O)C=CC1=[N+]([O-])N=C(c2ccccc2)C(=N1)c1ccccc1
SIVREU,1.35,ON=C1C2CC(C=C2)C1(O)C1C2CC(C=C2)C1=O
BAKJUV,1.35,CON1C(=O)C2(CC(O)C3COC2CC3=O)c2ccccc12
ZELTUF,1.35,O=C1OC(N(C(=O)c2ccccc2)C21CC1CCCN1O2)c1ccccc1
XABCUZ,1.35,O=N(=O)c1ccc([O-])c(C=[NH+]C2CCCCC2)c1
VADGUF,1.35,O=C(c1ccccc1)c1[n+]([O-])cnc2ccccc12
IGAPEL,1.35,O=N(=O)c1ccc(CN2Cc3cccc(CN(Cc4ccc(cc4)N(=O)=O)c4ccccc4OCCCOc4ccccc24)n3)cc1
HABNIH,1.35,COc1ccc(cc1)C1C2CCCC(C(N1N=O)c1ccc(OC)cc1)C2=O
HIMPEO,1.35,ON=CC(=O)c1ccccc1
JESHEV,1.35,CC1=NC2=NC=NN2C(c2ccccc2)C1=NO
PICFOW,1.35,CC(=O)C=C(C)Nc1ccc(cc1)N(=O)=O
SONDOO,1.35,CON=C1NC(=O)N(C=C1)C1CC(OC(C)=O)C(COC(C)=O)O1
TERDOJ,1.35,O=C(ON=C(N1N=Nc2ccccc12)c1ccccc1)c1ccccc1
UJAWOS,1.35,CC1(C)C2CC3CCCCC3C(=NNc3ccc(cc3N(=O)=O)N(=O)=O)C12
KUXDAI,1.35,O=C1OC23CC(ON4CCCCC24)C=CC3=C1
KAXHAS10,1.35,CC1(C)N([O])C(=[N+]([O-])C1(C)C)c1ccc(cc1)N(=O)=O
DORMED,1.35,CCOC(=O)CC1OC2CCCCC2CC1OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
YONTOL,1.35,O=N(=O)c1ccc2c(c1)C1C3CC(C4OC34)C1C2=C1CCCc2ccc3ccccc3c12
ACAMOX,1.35,CN(C)C(C)=NO
HECLAC,1.35,CC1=NOC(=N1)C1=C(NC=NO)c2ccccc2CC1
JUFMOM,1.35,CC(=O)ON1Cc2c(OC31C(OC1OC(C)(C)OC31)C1COC(C)(C)O1)ccc1ccccc21
HABYUE,1.35,O=C1CCCCCCC(CCCC1N(=O)=O)N(=O)=O
DPFUZO,1.35,[O-][N+]1=C(c2ccccc2)C(=NO1)c1ccccc1
SIVKOZ,1.35,O=N(=O)c1ccccc1N1CCOCCOCCN(CCOCCOCC1)c1ccccc1N(=O)=O
VEZWIH,1.35,O=C(OC1=C2CCC=CCN2c2ccccc12)c1ccc(cc1)N(=O)=O
BEXWEI,1.349,CC(=NNC(=O)Cn1cc([N+](=O)[O-])nc1C)c1ccccc1
BIMYOM,1.349,COC(=O)C(Nc1ccccc1OC)(c1ccccc1)C(O)c1ccccc1[N+](=O)[O-]
DATGEL,1.349,Cc1ccc([N+](=O)[O-])c(N)c1C
DIWSUY,1.349,CCCC(=O)Nc1cc([N+](=O)[O-])c(C(=O)OC)cc1C
GIXJUU,1.349,O=[N+]([O-])c1ccc(N=Nc2ccc(N(Cc3ccccn3)Cc3ccccn3)cc2)cc1
GIYPAF,1.349,[N-]=[N+]=N[C@H]([C@H]([C@@H]([C@@H](COC(C)=O)OC(C)=O)OC(C)=O)OC(C)=O)C=NNC1=CC=C([N+]([O-])=O)C=C1
HUHCIY,1.349,CC12C=CC(O)=CC1C(=Cc1cccc([N+](=O)[O-])c1)CO2
IKAYAV,1.349,COc1ccc(N2C(=O)C(Oc3ccccc3)C2c2cccc([N+](=O)[O-])c2)cc1
JUVPAR,1.349,CC1=C(C(=O)OCc2ccc([N+](=O)[O-])cc2)N2C(=O)C(C)(C)C2O1
MIQZUH,1.349,CN(CCO)c1ccc(C=C[N+](=O)[O-])cc1
NIKVAF,1.349,COC(Nc1ccccn1)c1ccc([N+](=O)[O-])cc1
OCIKAQ,1.349,CNN(C)C(=O)c1ccc([N+](=O)[O-])cc1
OFEBEG,1.349,CCN(CC)C(=O)C(C#N)=Cc1cc(OC(C)=O)c(OC(C)=O)c([N+](=O)[O-])c1
PEYDUU,1.349,COc1ccc(C=C(C(=O)O)c2ccc([N+](=O)[O-])cc2)cc1
SESVIW,1.349,CC1(C)CC(=O)C2=C(C1)N(C1CC1)C1=C(C(=O)c3ccccc31)C2c1ccc([N+](=O)[O-])cc1
SUYXOA,1.349,COc1cccc(C=C[N+](=O)[O-])c1OC
UBOLII,1.349,CCOC(=O)C1=C(Nc2ccc3c(c2)c2ccccc2n3CC)C(=O)OC1c1ccc([N+](=O)[O-])cc1
CACROO,1.349,NC1=C(C=O)N=CN1OCc1ccccc1
TEYPOD,1.349,O=C(OC1CCC2CCCCC12C#N)c1ccc(cc1)N(=O)=O
MILWUA,1.349,Cc1cc(OC(=O)c2ccc(cc2)N(=O)=O)cc2CCC(C)(C)Oc12
SISPAM,1.349,C[N+]([O-])=CC1=CC=CO1
LIYPUE,1.349,COc1ccc2N(C=C(CCNC(C)=O)c2c1)N=O
SICZEM,1.349,CC(=O)C(C)=NOCC1=CC(=O)Oc2cc(C)cc(C)c12
IMOMEC,1.349,CC(C=CCOC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)=CC1(C)C=C(C)C=C(C)C1c1ccc(cc1)N(=O)=O
POHVUE,1.349,O=N(=O)c1ccc2NC3=C(CC(=Nc4ccccc34)NCc3ccccn3)c2c1
XAZFOU,1.349,CCOC(=O)C1OC2(CCCCC2(C)C1=O)Nc1ccc(cc1)N(=O)=O
BEFQOT,1.349,CC1CC2CC(=O)C34CCC(O3)N(O)CCCC24C(=O)C1
LAGTIX,1.349,CC(=O)ONC(=O)c1ccccc1
VOXFET,1.349,CNC(=O)N(N=O)c1ccc(OC)cc1
WUTWIT,1.349,O=C(N1OC2CCC1C=C2)c1ccccc1
AGERUZ,1.349,CN1C(=O)C2(OC(=NC2c2ccc(cc2)N(=O)=O)c2ccccc2)c2ccccc12
IBIVEX,1.349,CCOC1OC=C2CC(C(C3COCC1C23)c1ccccc1)N(=O)=O
NIDMIZ,1.349,CCOC(=O)c1ccc(cc1)N1C=CC(=C1)C=[N+]([O-])c1ccc(cc1)C(=O)OCC
ROCMUS,1.349,ON1C(COC(=O)C1C1=CNC=C1)c1ccccc1
IQUVIB,1.349,CONC1CCC2(C)C(=O)N(C)C(=O)N(C)C12O
AFIFUS,1.348,CN1CC2([N+](=O)[O-])C(c3cccc4ccccc34)Oc3ccccc3C2C12C(=O)Nc1ccccc12
BAMCUP,1.348,CCOC(=O)CN1CNC(=N[N+](=O)[O-])N(CC2CCCO2)C1
BIMPUJ,1.348,CCCCN1c2nc3ccccc3cc2N(CCCC)c2c1nc1cc([N+](=O)[O-])ccc1c2[N+](=O)[O-]
BUWSAP,1.348,CC1(C)CC(C)(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc21
CAYMAR,1.348,O=[N+]([O-])c1cccc2ccc(NCc3ccccc3)nc12
CEGWOA,1.348,COC(=O)C(=Cc1ccccc1)c1ccc([N+](=O)[O-])cc1
CUPPIO,1.348,NC(=O)C(N=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1
ELOVAD,1.348,O=C(C=Cc1ccccc1OCCOc1ccccc1C=CC(=O)c1ccccc1[N+](=O)[O-])c1ccccc1[N+](=O)[O-]
HEXXOY,1.348,COc1ccccc1NC(=O)c1cc(C)cc(NC(=O)c2cc(C)cc([N+](=O)[O-])c2OC)c1OC
IDEHEH,1.348,CCOC(=O)Cn1ccc(C)c([N+](=O)[O-])c1=O
JEGTEX,1.348,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2[N+](=O)[O-])N1
KESHUM,1.348,COC(=O)C1=C(C)NC2(C)ON3c4ccccc4C1C2(C(=O)OC)C3c1ccccc1[N+](=O)[O-]
LIPKAY,1.348,COc1ccc2c(c1)C1OCCC1C(c1ccccc1[N+](=O)[O-])N2
LOJHID,1.348,O=C1Nc2ccccc2C12C(c1nc3ccccc3c(=O)n1-c1ccccc1)C(c1ccc([N+](=O)[O-])cc1)C1CCCN12
LORNAI,1.348,Cc1c(CC#N)cccc1[N+](=O)[O-]
NIHBOX,1.348,CC(C)C1(C)N(C)C(=O)C(c2ccc([N+](=O)[O-])cc2)=[N+]1[O-]
OVOZUX,1.348,COc1ccc(C=CC(=O)c2ccc([N+](=O)[O-])cc2)c(OC)c1OC
PADXUP,1.348,O=C1CCCCC1C(O)c1cccc([N+](=O)[O-])c1
TEXMIU,1.348,CCOC(=O)C1=C(C)NC(=O)N(Cn2cc(-c3ccccc3)nn2)C1c1ccc([N+](=O)[O-])cc1
TOVLUN,1.348,O=CC12CC=CC1(COC(=O)c1ccc([N+](=O)[O-])cc1)CCC2
VAFCIO,1.348,O=C(OC1CCc2ccccc21)c1ccc([N+](=O)[O-])cc1
VUJWEC,1.348,COC1CCC(CO)N1C(=O)c1ccccc1[N+](=O)[O-]
XOZFEY,1.348,Cc1cc(C)c2c3ccccc3c(=O)n3c2c1Oc1ccc([N+](=O)[O-])cc1C3C(=O)NC1CCCCC1
ZONKAO,1.348,CN(C)c1cccc(OCCOc2ccc([N+](=O)[O-])cc2)c1
ZUKNEY,1.348,O=[N+]([O-])C(=C1C(c2ccccc2)=C([N+](=O)[O-])c2ccccc21)c1ccccc1
DISKIA,1.348,CCCOc1cc(ccc1NC(=O)c1ccc(c(OCc2ccccc2)c1)N(=O)=O)C(=O)Nc1ccc(cc1OC(C)C)C(=O)OC
MACBIC,1.348,CCCCNc1nc(N)nc(OCc2cccnc2)c1N=O
YAMPEK,1.348,CC(C)C1=NC2=C(O1)c1ccccc1C(=O)C2=NOC(C)=O
HIFSIZ,1.348,CC1(C)OCC(CO1)(OC(=O)c1ccccc1)N=O
KAHRUJ,1.348,CCC(=O)N1c2ccccc2c2cc(C)c(c3ccccc3)c(c12)N(=O)=O
MOVHIP,1.348,CN1C(OC(C#N)(C#N)C1c1ccccc1)c1ccc(cc1)N(=O)=O
